default,student,balance,income
No,No,1448.83,62310.35
No,No,1499.82,12888.77
No,No,2399.46,58409.1
No,No,1152.87,25020.33
Yes,No,1669.99,55401.87
No,No,1407.43,55364.02
No,No,1794.04,46949.13
No,No,1752.62,73656.02
No,No,1406.99,47294.45
No,No,1780.16,62126.81
No,No,1794.2,52719.65
No,No,1402.21,23168.38
No,No,2518.67,43098.59
No,Yes,1509.31,38715.88
No,No,957.17,38823.28
No,Yes,1406.68,42170.88
No,No,1430.58,67355.66
No,No,2195.5,30136.78
No,No,1099.89,35357.71
No,No,1518.75,30270.91
No,No,1208.85,22906.46
No,No,2263.51,37483.71
No,Yes,2248.24,75321.88
No,Yes,1467.46,37885.51
No,No,1567.16,25704.54
No,No,1975.41,40311.21
No,No,1782.7,32363.95
No,No,1623.02,46251.62
No,Yes,1586.42,64163.65
No,Yes,1956.65,33433.91
No,No,1076.94,56308.0
No,Yes,1455.86,28489.93
No,No,1833.06,50965.19
No,No,867.59,38911.61
No,No,1486.25,49418.76
No,Yes,1673.84,66471.66
No,No,1510.47,52631.97
No,No,1910.07,43189.43
No,No,726.72,13676.69
No,Yes,1815.27,50718.1
No,No,1953.35,32362.54
No,No,713.26,57357.76
No,Yes,894.79,43141.4
No,No,1184.16,39470.53
No,No,1493.67,50984.41
No,Yes,1812.84,57389.19
No,No,1709.74,54340.83
No,Yes,1965.29,27803.94
Yes,No,2123.23,58273.06
No,No,1396.56,34371.52
No,No,1643.45,38437.03
No,No,1798.2,42010.59
No,No,2215.75,37171.76
No,Yes,1825.08,54247.05
No,Yes,1613.58,34962.23
No,No,1551.36,20032.27
No,No,1043.52,39034.3
No,No,1988.26,54999.11
No,No,1892.78,50241.39
No,No,1644.17,42062.36
No,No,990.12,37436.35
No,No,1919.27,55880.71
No,Yes,1699.74,49103.3
No,No,1933.39,62381.56
No,No,1158.99,27680.81
No,Yes,1499.41,80659.04
No,No,1297.6,63652.66
No,Yes,1875.52,52920.52
No,No,2034.73,19680.97
No,No,1632.27,62086.35
No,Yes,1359.54,26086.75
No,No,1645.32,48563.84
No,No,994.44,37575.84
No,Yes,1852.08,40773.89
No,No,1971.11,15609.39
No,No,2142.13,32520.86
No,Yes,1365.54,69980.72
No,No,2030.58,70813.81
No,Yes,938.65,60052.02
No,No,1501.55,53777.11
No,No,1284.94,52873.72
No,Yes,1130.33,35856.85
No,Yes,1392.23,39889.72
No,No,1327.74,68615.39
No,No,541.26,61522.42
No,No,1707.83,32678.78
No,No,554.05,28305.34
No,No,1150.66,66153.81
No,No,1544.38,47031.74
No,No,1619.59,44984.26
No,No,1572.46,30338.92
No,No,1968.36,68000.13
No,No,1051.47,55276.12
No,No,1999.98,34966.81
No,No,1239.28,40241.49
No,No,1541.65,49792.86
No,No,1702.62,48630.2
No,No,2644.03,35522.68
No,No,793.73,64256.09
No,No,1233.0,19946.07
No,No,1101.62,46101.61
No,Yes,1740.47,48344.97
No,No,1500.93,49536.14
No,No,2161.31,54016.98
No,No,1951.82,54376.8
No,No,1896.07,44090.34
No,No,938.11,53427.93
No,No,1859.72,30366.13
No,Yes,1840.88,39374.61
No,No,361.55,60096.99
No,No,2102.5,50902.98
No,Yes,1288.13,32687.52
No,Yes,1270.54,56350.36
No,No,1856.62,26272.73
No,No,1602.23,55137.03
No,Yes,1617.96,28413.13
No,No,1750.07,71749.8
Yes,No,1478.73,56601.18
No,Yes,1891.0,55775.28
No,No,1938.72,39996.54
No,No,1385.71,31206.79
No,No,1937.82,81204.45
No,No,1236.44,39597.09
No,No,2097.08,57567.31
No,No,1130.13,18763.31
No,Yes,1729.95,45932.72
No,No,1391.51,50249.82
No,Yes,827.29,42522.36
No,Yes,1285.34,43677.55
No,No,1662.28,28066.5
No,No,2376.76,47904.51
No,Yes,1379.06,24583.19
No,No,1295.13,49955.74
No,Yes,1341.84,59031.37
No,No,1068.97,68759.52
No,No,1074.14,16730.4
No,No,1948.88,60235.35
No,Yes,1375.86,31822.18
No,No,1435.3,49381.15
No,No,1958.58,53286.14
No,No,1608.66,45728.54
No,No,1284.1,32284.01
No,Yes,2015.15,35607.92
No,Yes,2120.96,58946.95
No,No,1193.14,46604.54
No,No,1650.34,80158.56
No,No,1584.08,36944.44
No,No,1693.01,52935.5
No,No,1288.32,57207.65
No,No,1020.46,30000.52
No,No,1500.25,46283.8
No,No,1650.74,53165.55
No,No,1121.15,46219.91
No,Yes,1788.09,24732.79
No,No,2223.83,64796.51
No,No,1354.4,53894.44
No,No,1475.2,57920.23
No,No,1044.39,25519.52
No,No,1171.12,77730.56
No,No,2225.8,32588.66
No,No,1400.84,43332.18
No,No,599.25,44896.29
No,No,2210.45,29341.91
No,Yes,1671.44,37094.44
Yes,Yes,851.04,31298.44
No,No,1353.38,44425.76
No,No,828.19,66699.59
No,Yes,1522.4,49923.99
No,No,1315.52,30778.34
No,No,1087.25,37598.57
No,No,1265.8,58936.99
No,Yes,1116.93,38315.79
No,No,838.27,39819.44
No,No,1139.87,34974.4
No,No,799.56,53217.14
No,No,1801.96,63611.91
No,Yes,2102.7,39184.76
No,No,1028.18,42587.43
No,No,1153.83,54252.13
No,No,1609.62,28442.84
No,No,1734.23,35130.04
No,Yes,2000.35,49441.34
No,Yes,1999.4,39053.4
No,No,1435.79,54411.81
No,No,2011.48,27446.96
No,No,1969.39,51356.02
No,No,1721.0,51092.95
No,No,2441.42,47339.13
No,No,1593.97,61661.83
No,Yes,1763.71,33392.2
No,Yes,1913.06,55668.36
No,No,1573.27,73106.44
No,Yes,1216.29,62005.78
No,No,1454.47,29522.93
No,No,1534.7,34982.11
No,No,1508.47,50757.0
No,No,1214.74,33177.51
No,No,1617.3,59833.16
No,Yes,1341.37,36976.25
No,No,1846.23,42401.35
No,No,1599.55,57690.04
No,Yes,1686.0,57568.83
No,Yes,1758.66,13803.77
No,No,1480.74,25992.24
No,No,2316.87,59841.74
No,Yes,1149.05,64378.99
No,No,1439.76,33975.27
No,Yes,1390.09,30970.07
No,No,1343.99,55350.35
No,No,1365.64,53025.12
No,No,1212.07,33746.84
No,Yes,1630.04,52866.46
No,No,1445.73,24324.83
No,Yes,1526.5,51383.78
No,Yes,1352.03,23718.49
No,No,1471.13,50929.69
No,Yes,1247.24,43799.8
No,No,2076.85,73180.47
No,No,1739.9,38487.89
No,No,1256.22,53458.42
Yes,No,2121.92,35645.11
No,No,1126.86,38124.41
No,No,1627.02,68867.52
No,No,2382.74,40657.09
No,No,1586.03,69751.06
No,Yes,945.88,54367.45
No,Yes,1939.29,26173.76
No,Yes,2037.24,43438.36
No,Yes,1834.48,28443.38
No,No,927.55,46611.68
No,No,1196.75,28311.75
No,Yes,1234.97,60502.88
No,No,1327.67,44275.16
No,No,2208.19,26406.85
No,No,2371.42,54813.55
No,Yes,1881.86,64929.6
No,No,1085.03,43541.62
No,No,914.35,48954.53
No,No,880.08,64613.02
No,Yes,658.58,45757.41
No,Yes,1531.86,33521.2
No,Yes,1134.12,57733.82
No,No,1400.26,62487.0
Yes,No,1781.78,76908.45
No,No,1305.73,49320.86
No,No,693.17,45889.19
No,Yes,1808.92,27794.9
No,No,2197.02,63037.73
No,Yes,1168.14,43103.75
No,No,1915.3,36056.73
No,Yes,1607.24,43886.16
No,Yes,1381.98,47421.92
No,Yes,1542.16,29036.69
No,Yes,1583.59,62558.31
No,No,857.44,15930.2
No,No,1171.13,48004.56
No,Yes,1837.98,41893.91
No,No,1357.17,10424.1
No,No,1515.15,57185.94
No,No,1126.93,31634.96
No,Yes,1843.81,30554.33
No,Yes,1931.49,60451.75
No,No,1112.13,42393.93
No,No,1471.24,67834.66
No,Yes,692.82,66069.9
Yes,No,805.92,52129.45
No,No,1193.43,31070.18
No,No,1647.81,46383.53
No,No,918.82,54666.0
No,No,1778.7,28254.55
No,No,1789.69,67687.21
Yes,No,1771.16,33161.67
No,Yes,2199.01,52340.49
No,No,2246.23,19462.18
Yes,No,1697.29,35870.61
Yes,No,1117.23,63967.44
No,No,1124.95,30102.52
No,No,1401.7,76153.39
No,No,1236.48,31108.04
No,No,1384.41,35431.38
No,Yes,1153.88,49792.1
No,No,1960.75,30911.75
No,No,1624.12,56396.7
Yes,No,1237.52,26479.86
No,No,1130.13,26935.09
No,No,553.62,41484.11
No,Yes,1683.67,54852.17
No,No,1336.51,31398.45
No,No,1345.57,37272.83
No,No,1878.57,55890.66
No,Yes,1700.68,41240.48
No,No,1176.31,38678.58
No,No,1575.43,48951.04
No,No,681.91,60256.9
No,No,1601.22,52121.96
No,Yes,1438.41,50749.74
No,No,2524.83,65751.11
No,No,1724.96,65613.1
No,No,1566.15,40449.4
No,No,1740.81,52761.13
Yes,No,1301.58,27808.84
No,No,1479.09,54176.83
No,No,1953.63,18535.17
No,No,1046.79,44394.5
No,Yes,1457.67,41824.08
No,No,1954.76,43562.68
No,No,1163.2,59043.47
No,Yes,2043.53,56102.41
No,No,1272.2,39519.03
No,No,1651.37,42659.04
No,No,1398.49,46366.57
No,No,972.86,25316.27
No,No,1602.14,41778.31
No,No,1811.07,26379.97
No,No,2275.51,54566.55
Yes,No,1240.71,36388.19
No,No,888.17,41725.96
No,No,1106.86,35061.28
No,No,1212.27,34724.71
No,No,1471.71,47874.5
No,No,1451.31,45267.49
No,No,1901.77,60183.05
No,Yes,1838.77,44683.58
No,No,1454.28,45810.68
No,No,2341.29,28718.55
No,No,1033.25,48793.16
No,No,517.52,53154.11
No,No,1731.08,42448.87
No,No,2333.81,47083.14
No,Yes,1350.51,43238.25
No,No,1844.74,56733.38
No,No,1283.08,47592.6
No,No,726.9,59330.81
Yes,No,1228.59,11685.1
No,No,1255.44,10011.46
No,No,1099.64,39067.15
No,Yes,1585.51,49437.21
No,Yes,1094.92,31971.34
No,No,1958.2,32798.81
No,Yes,914.26,69487.34
No,No,1870.16,39017.62
No,Yes,1628.17,35223.54
No,No,1672.59,43442.66
No,No,1254.12,55968.27
No,Yes,1678.03,39965.84
No,No,1316.45,45993.4
No,Yes,1531.72,41625.68
Yes,Yes,1416.04,37162.33
No,Yes,1233.61,35961.64
No,No,1162.34,36246.76
No,No,1790.59,38986.93
No,No,1196.39,56741.07
No,Yes,2047.11,30928.31
No,Yes,1098.01,45316.62
No,No,1658.44,53033.29
No,No,1757.61,60529.32
No,No,1385.56,64111.49
No,No,1218.39,40163.7
No,Yes,1257.95,52254.56
No,Yes,1608.41,73485.17
No,No,1308.15,48114.3
No,No,1366.94,76734.23
No,No,1302.96,64093.98
No,No,1339.84,23962.14
No,No,1407.09,40019.64
No,Yes,1179.57,54223.87
No,No,1544.18,61214.23
No,No,986.95,61382.35
No,Yes,1264.94,22894.0
No,No,1893.13,75962.36
No,Yes,1021.03,74014.55
No,No,1082.37,58989.74
No,No,1804.53,21673.35
No,No,1188.76,53914.21
No,Yes,1134.6,40324.06
No,Yes,1803.25,47203.1
No,No,1413.99,39909.14
No,No,797.84,68717.97
No,No,1006.69,52954.78
No,No,1306.72,52019.87
No,No,1526.48,52744.01
No,No,1381.36,28311.94
No,Yes,1678.54,59666.84
No,No,1104.14,65208.66
No,No,1862.62,53820.23
No,Yes,1243.31,48819.72
No,No,1393.37,32062.49
No,No,2039.27,49962.26
No,No,1138.04,26584.47
No,No,1379.46,49259.21
No,Yes,1516.92,27021.14
No,No,1792.9,30914.44
No,Yes,1768.29,78606.2
No,No,775.28,51567.32
No,No,1295.81,25600.09
No,No,1328.37,47704.08
No,Yes,2188.12,52769.06
No,Yes,1125.19,44074.51
No,No,1287.47,30882.04
No,No,1160.0,48214.97
No,No,1588.81,12428.56
No,Yes,976.82,36384.56
No,Yes,1620.82,53681.68
No,No,1238.22,16296.34
No,No,2047.5,22281.08
No,Yes,1726.08,43340.03
No,No,1663.84,60818.7
No,No,1705.02,45238.91
No,No,1202.92,64630.13
No,No,1689.69,38571.94
No,Yes,1046.5,37140.26
No,No,1803.89,50996.96
No,No,653.49,52231.36
No,No,1373.49,76369.27
No,No,1390.81,44437.05
Yes,No,2080.47,55649.08
No,No,1986.1,53496.28
No,No,1250.85,43759.81
No,No,1730.58,33547.15
No,Yes,1030.19,64674.42
No,No,1941.8,47527.59
No,No,730.88,43831.72
No,No,1059.16,51394.47
No,No,1476.97,24943.62
No,Yes,1328.25,47073.7
No,No,997.91,38950.4
No,Yes,1705.88,45822.31
No,No,1613.99,66087.4
No,Yes,1258.64,64996.69
No,Yes,1564.4,52799.46
No,Yes,1896.48,38320.11
No,No,2004.38,36926.86
No,No,2079.83,22387.38
No,Yes,757.12,71137.46
No,Yes,1430.6,40610.0
No,No,1726.1,48768.89
No,No,777.26,52221.55
No,No,1115.34,38615.98
No,No,1769.14,72194.95
No,No,1166.25,52938.21
No,No,702.71,47842.02
No,No,1686.25,16911.27
No,No,994.39,61237.62
No,No,1407.39,66640.76
No,Yes,1422.96,56216.27
No,Yes,1295.34,23383.23
No,No,1497.38,30832.35
No,No,1634.15,48744.2
No,No,1150.23,46735.6
No,No,1341.16,65097.14
No,No,1021.57,38765.5
No,No,1874.76,71692.83
No,No,1404.88,38443.25
No,No,1506.07,22324.17
No,Yes,1622.14,51422.12
No,No,1757.64,33676.92
No,Yes,1708.02,43020.83
No,Yes,1412.06,46438.16
No,Yes,1677.12,62460.21
No,No,958.07,72410.04
No,No,1586.46,70234.86
No,Yes,1467.7,64766.65
No,Yes,1666.79,41685.38
No,Yes,1170.84,33527.18
No,Yes,1424.52,30256.45
No,No,1416.66,40812.45
No,Yes,1024.68,46078.84
Yes,No,1713.91,66398.63
No,Yes,1125.82,28658.74
No,No,2058.78,74716.93
No,No,1414.43,44295.86
No,No,2111.43,53473.31
No,No,1576.5,42244.3
No,Yes,2184.93,42822.83
No,No,557.15,35136.62
No,No,1515.88,44361.9
No,No,2520.62,56380.79
No,Yes,1911.45,52365.51
No,No,2013.99,36128.08
No,No,2082.93,36587.49
No,Yes,1859.79,75030.77
No,No,1135.99,45096.77
No,Yes,1065.21,48910.36
No,No,1499.9,36134.07
No,No,1353.07,30212.32
No,No,1938.84,74275.73
No,No,1984.21,40601.52
No,No,1921.95,36970.21
No,Yes,1787.76,28731.09
No,No,1402.68,51924.74
No,No,1487.13,26787.12
No,No,1947.13,48274.71
No,No,1126.09,13578.66
No,No,1928.69,67504.4
No,No,1795.12,38408.6
No,No,1949.53,82164.44
No,No,1775.94,55373.94
No,No,1304.67,4021.16
Yes,No,1583.04,55538.7
No,No,1357.46,37953.09
No,No,1421.81,69833.79
No,Yes,1754.72,33577.21
No,No,1950.72,41360.66
No,No,2396.8,81468.61
No,Yes,1642.0,33538.95
No,No,1281.13,53474.79
No,No,1615.61,52202.96
No,No,1675.78,38754.07
No,No,1967.27,52579.76
Yes,Yes,1430.2,44353.97
No,No,2315.51,55118.92
No,No,1741.38,41777.43
No,No,2102.3,60900.4
No,Yes,1200.41,52700.78
No,No,1381.85,63777.52
No,No,1073.52,54774.56
No,No,1616.95,39315.3
No,No,1375.81,34802.14
No,Yes,1567.14,50747.34
No,Yes,2051.85,38918.16
No,No,1495.63,45422.03
No,No,2391.46,54866.47
No,Yes,1140.9,68239.79
No,No,371.81,50875.17
No,No,1763.23,36276.49
No,Yes,1758.04,58440.08
No,No,1099.8,17335.23
No,Yes,1231.0,12944.26
No,No,1304.86,63128.4
Yes,No,1581.21,27340.9
No,No,2524.49,9502.97
No,Yes,1683.38,49159.12
No,Yes,1028.72,44383.04
No,No,1355.18,38578.87
No,No,1584.25,56890.29
No,No,1763.95,54447.58
No,No,1439.22,63604.34
No,No,1391.32,46347.57
No,No,1557.8,51446.43
No,No,1269.33,40609.1
No,No,1634.28,56080.9
No,Yes,1757.75,25688.67
No,Yes,351.92,44247.33
Yes,No,1350.29,43414.11
No,No,1463.07,61846.3
No,No,940.62,57933.62
No,No,1371.4,22448.07
No,No,1615.56,58170.3
No,No,1707.02,38863.85
No,Yes,1359.42,68377.28
No,No,1513.13,63438.35
No,No,2115.97,27370.99
No,No,1053.72,19483.05
No,Yes,1085.18,48482.9
No,No,1747.35,36378.85
No,No,1236.53,45631.7
No,No,1269.96,46022.65
No,No,1048.99,49520.26
No,No,1505.71,59783.77
No,Yes,733.16,20425.55
No,No,1378.07,33559.81
No,No,1101.34,26165.09
No,Yes,1248.61,55969.99
No,No,1482.4,23313.02
No,No,1437.68,31065.22
No,No,1002.7,67344.59
No,No,1073.04,50659.35
No,No,1901.58,33392.73
No,Yes,1326.47,49214.2
No,No,1289.7,57521.13
No,No,1487.2,21200.2
No,No,1689.06,2260.53
No,No,2073.91,57631.98
No,No,1995.01,48838.64
No,No,1832.05,63091.29
No,No,1644.11,27918.52
No,No,2257.68,10708.06
No,Yes,1680.95,12021.91
No,No,1060.46,63368.42
No,No,1244.5,36789.78
No,Yes,1144.37,65228.44
No,No,1698.28,42385.57
No,Yes,1025.26,58295.2
No,No,1990.22,55701.22
No,Yes,1775.73,32111.05
No,No,1342.87,55843.59
No,No,1668.67,44593.2
No,No,1606.3,61665.24
No,No,2240.99,25192.49
No,No,1290.4,39541.85
No,No,1741.75,46165.09
No,No,1234.16,30556.95
No,No,1652.07,50840.65
No,No,1035.78,52082.69
No,No,1600.44,43735.22
No,No,1205.96,58363.9
Yes,No,1685.19,8486.28
No,Yes,2159.5,18662.55
No,No,1862.26,36317.86
No,No,1749.56,49790.81
No,No,1360.73,15494.76
No,No,963.68,22546.75
No,No,1025.62,59567.44
Yes,No,1148.62,23889.46
No,No,1973.78,47714.21
No,No,1487.07,64176.2
No,No,1496.55,61861.34
No,No,1013.75,31758.71
No,No,1445.03,53802.07
No,Yes,1594.45,56579.96
No,No,2260.5,45404.64
No,No,1482.6,46051.95
No,Yes,1488.9,47723.93
No,No,1233.83,63742.05
No,Yes,2295.81,65409.56
No,No,1585.14,41059.24
No,Yes,1649.39,37576.57
No,No,1383.6,40430.79
No,No,1495.53,44728.91
No,No,759.67,47051.38
No,Yes,1514.55,32479.77
No,No,2416.27,38854.82
No,No,2049.62,65314.83
No,No,1772.4,24612.25
No,Yes,1557.03,29957.24
No,No,1831.06,17693.75
No,No,1357.74,44893.18
No,Yes,1153.37,29554.83
No,No,1562.66,58959.5
No,No,1483.93,10742.63
No,Yes,2124.53,34169.22
No,No,1426.28,58531.39
No,No,1692.78,40420.17
No,No,823.82,50792.78
No,No,1642.93,30105.06
No,No,1527.78,27739.59
No,No,1582.33,58588.16
No,No,1141.02,59400.08
No,No,1570.03,24272.33
No,No,1384.69,33477.41
No,No,1966.11,16206.16
No,No,1059.19,56890.34
No,No,1044.96,54330.34
No,No,754.46,914.67
No,No,1986.4,38295.54
No,No,997.9,67096.21
No,Yes,2430.31,75642.03
No,No,1608.13,77191.16
No,No,1486.32,54731.27
No,No,2160.3,38738.47
No,No,1461.18,51008.48
Yes,No,1261.02,61681.48
No,Yes,1944.67,60610.15
No,No,1257.51,65851.79
No,No,1719.82,69692.87
No,No,918.17,42332.09
No,No,979.73,54413.52
No,No,2011.32,52949.7
No,No,1547.51,63634.57
No,Yes,505.17,49916.76
No,No,1452.01,72351.49
No,No,1533.31,71267.91
No,No,2267.34,86482.37
No,No,1704.72,39803.98
No,No,1788.53,39324.87
No,No,1647.1,67200.75
No,No,1432.03,31899.85
No,No,1215.39,24773.91
No,No,2290.34,49566.23
No,Yes,2119.5,56113.79
No,No,743.45,43115.67
No,No,1313.39,77982.81
No,No,1968.47,41725.17
No,No,1527.64,19858.89
No,No,1396.2,34967.4
No,Yes,2178.94,53777.51
Yes,Yes,1817.62,78679.37
No,No,1336.64,59361.75
No,No,1376.24,38446.32
No,No,1181.82,35904.56
No,Yes,1299.35,25311.59
No,Yes,1046.78,60817.04
No,No,1712.96,45349.94
No,No,800.71,47020.17
No,No,1794.73,64039.66
No,No,1371.66,33192.01
No,Yes,1283.92,46245.73
No,No,1335.25,64380.86
No,No,1140.72,44414.41
No,Yes,1306.07,36221.21
No,No,904.5,52907.83
No,No,1154.96,59910.31
No,No,459.97,411.73
No,No,1350.46,58418.21
No,No,1296.86,62014.81
Yes,No,1623.22,28134.94
No,No,1239.68,40047.63
No,No,1766.39,40914.81
No,No,1586.71,56420.8
No,No,1623.48,33020.58
No,No,1442.13,65185.34
No,No,1094.86,25179.06
No,No,1546.05,17276.54
No,No,469.41,46327.89
No,Yes,1523.47,39047.05
No,No,1226.8,39130.73
No,No,1989.8,51863.36
No,No,1741.22,49824.59
No,No,1647.88,58323.92
No,No,1264.97,30675.09
No,Yes,1933.37,47896.65
No,Yes,1182.65,28197.48
No,No,1466.76,37270.76
No,No,1318.2,50018.82
No,No,2178.03,37063.65
No,No,1547.15,75708.92
No,No,1058.19,53892.62
No,Yes,922.7,23561.75
No,No,1493.71,30293.14
No,No,1434.26,45702.95
No,No,1418.99,39521.64
No,No,1725.38,32633.59
No,No,1526.34,53588.44
Yes,Yes,1119.41,52073.62
No,Yes,1400.14,17979.57
No,No,1246.09,32533.95
No,No,1658.4,55855.71
No,No,2259.57,41338.69
No,No,1609.31,28515.26
No,Yes,1499.35,56248.62
No,No,1809.83,30368.74
No,Yes,1619.03,54980.57
No,Yes,1719.29,62144.38
No,No,2074.18,42144.05
No,No,1083.87,47409.3
No,No,881.84,52974.76
No,Yes,1371.23,56390.94
No,No,1553.8,30095.13
No,No,1932.34,55362.72
No,No,1569.24,60661.15
No,No,1526.85,20535.83
No,Yes,1870.55,54131.3
No,No,1599.77,29368.82
No,Yes,970.83,53066.81
No,No,1483.83,38247.12
No,No,1586.31,62771.26
No,No,1656.29,59794.08
No,No,814.16,51548.95
No,Yes,2098.98,43694.33
No,No,1464.41,48545.48
No,Yes,1807.77,49423.65
No,No,1300.75,57209.36
No,No,2078.55,66427.91
No,No,1075.68,51175.23
No,No,1509.72,47554.52
No,No,1756.59,34231.89
No,No,1841.81,46972.5
No,No,1895.23,54857.02
No,Yes,1323.64,93314.54
No,Yes,2113.2,44122.89
No,No,1532.24,37190.65
No,No,1973.8,55855.41
No,No,1636.46,28073.31
No,No,1640.64,41108.13
No,Yes,2167.62,29839.96
No,No,1069.5,27626.9
No,Yes,1612.66,51699.95
No,No,1048.45,55261.32
No,No,1515.97,30843.86
No,No,1785.82,80730.07
No,No,1342.03,36372.84
No,No,1148.5,77650.86
No,Yes,1267.27,46921.46
No,No,1825.46,42728.93
No,No,1232.92,51016.85
No,No,1686.44,23888.63
No,No,1313.28,48999.34
No,Yes,1978.13,62218.09
No,Yes,910.39,39401.58
No,Yes,1340.81,31633.51
No,No,1356.21,58560.6
No,No,450.33,33470.48
No,No,1185.67,25819.2
No,No,1307.46,39976.95
No,No,1224.37,66819.33
No,Yes,893.62,49575.85
No,Yes,895.63,49360.98
No,No,1712.79,54204.5
No,No,1405.87,43199.47
No,No,1296.22,36429.59
No,No,1548.02,48865.27
No,Yes,1797.46,48522.75
No,No,1232.59,56140.6
No,Yes,1123.36,52545.79
No,No,1542.92,34806.65
No,No,1572.38,62719.41
No,Yes,1203.88,40289.34
No,No,2026.1,61477.21
No,Yes,1419.9,51274.0
No,Yes,1047.41,49345.95
No,No,1905.12,49846.7
No,No,2836.82,44204.53
No,Yes,1208.73,42975.24
No,Yes,1405.13,30771.4
No,No,1898.99,35067.61
No,No,1298.92,38547.34
No,Yes,1232.34,8813.63
No,No,1307.8,36168.27
No,Yes,1638.97,54298.06
No,No,1651.2,52333.03
No,No,1355.93,43366.28
No,Yes,1716.05,57841.08
No,Yes,1713.42,66513.18
No,No,960.1,54654.94
No,No,905.73,45955.96
No,Yes,1938.61,42588.12
No,No,1089.49,46920.94
No,Yes,1548.88,51555.61
No,Yes,1068.03,61525.22
No,No,2169.79,18546.62
No,No,1456.75,31567.67
No,No,1923.41,56620.52
No,No,1224.12,17917.71
Yes,No,1435.88,57441.16
No,Yes,2694.81,53327.58
No,No,1138.41,57056.57
No,No,1348.74,44902.22
No,No,1807.02,53355.82
No,No,1512.39,48809.91
No,No,1702.78,25520.2
No,No,1298.01,41389.86
No,No,1386.48,56195.58
No,No,1427.44,22410.27
No,No,1264.23,51504.76
No,No,152.82,45066.24
No,No,2303.06,54315.53
No,Yes,2406.05,68933.18
No,No,1739.64,40233.38
No,No,2044.81,46335.17
No,No,1430.92,51649.41
No,Yes,2257.32,62241.9
No,No,2098.58,45228.96
No,Yes,1150.22,33665.35
No,No,1767.88,59958.78
No,No,1792.94,46157.52
No,No,1915.55,36292.99
No,Yes,1153.78,44372.9
No,No,1400.1,49578.38
No,Yes,1090.86,41369.89
No,No,1080.79,30295.23
No,No,1122.9,56714.63
No,No,2048.53,34805.54
No,Yes,1067.1,29010.38
No,No,1743.91,54519.35
No,No,1616.42,52940.28
No,No,2371.33,27798.71
No,Yes,1505.05,53102.9
No,No,1785.15,40137.77
No,Yes,1601.13,22549.13
No,No,1264.08,31559.52
No,No,1088.86,54833.61
No,No,1630.62,80553.68
No,No,1797.97,30283.7
No,No,1951.86,58294.03
No,No,1112.61,36544.67
No,Yes,1418.92,48206.17
No,No,1175.47,63143.24
No,Yes,1983.42,22079.43
No,Yes,1280.68,44586.8
No,No,1610.5,58634.53
No,Yes,528.14,76841.03
No,Yes,1517.06,63877.68
No,Yes,1553.35,52473.79
No,No,1138.7,60659.6
No,No,1262.73,47449.06
No,No,1034.06,43865.5
No,No,1351.63,52631.75
No,No,1461.7,72469.91
No,No,1492.79,63033.42
No,No,2062.52,36151.62
No,No,2100.78,26066.4
No,No,1831.56,62300.5
No,No,1019.2,41946.67
No,No,1812.79,30628.0
No,No,1269.37,32254.73
No,Yes,1728.24,19641.57
No,Yes,1549.84,29359.37
No,No,1329.36,49833.14
No,No,1852.77,39183.44
No,No,2017.64,43727.48
No,No,1003.23,34293.82
No,No,1549.41,41788.28
No,No,2248.35,62166.44
No,Yes,667.06,40140.49
No,No,385.29,38892.52
Yes,No,1502.78,53766.45
No,Yes,1285.93,38302.45
No,No,1259.22,65583.83
No,No,570.09,40581.72
No,No,1599.73,8625.89
No,No,810.59,51743.92
No,No,1641.45,65119.27
No,No,1625.28,62608.97
Yes,No,857.4,62906.51
No,No,1210.96,53596.49
No,No,1757.87,34926.82
No,No,1969.08,39821.75
No,No,874.17,43786.85
No,Yes,814.86,35920.01
No,No,1596.1,35093.92
No,No,2027.37,53586.83
No,Yes,1946.93,42283.19
No,No,1351.21,38650.12
No,No,1480.71,52877.85
No,No,1466.68,44698.05
No,No,1336.72,55167.85
No,No,1553.17,48467.83
No,No,1055.19,44111.05
No,Yes,1866.77,45540.72
No,No,761.21,32646.04
No,No,1904.4,31234.72
No,Yes,1513.64,34439.17
No,No,1429.87,36465.15
No,No,1779.96,82632.54
No,No,1188.6,55095.54
No,Yes,1764.64,29341.12
No,Yes,1664.61,52249.12
No,No,1830.06,53234.84
No,No,1727.24,16036.93
No,No,1401.89,71028.49
No,Yes,1151.15,65513.78
No,No,1257.81,50251.04
No,No,1912.11,63788.21
No,No,1179.87,35510.23
No,No,1860.27,20075.23
No,No,837.48,39969.73
No,No,1758.01,37640.68
No,No,1895.09,66004.38
No,No,2119.11,51739.59
No,No,1550.06,27813.06
No,No,1335.66,37846.46
No,Yes,733.05,51854.26
No,Yes,1325.52,67517.88
Yes,No,1360.13,53830.72
No,Yes,1491.7,13594.41
No,No,1667.0,31405.62
No,Yes,1465.81,47567.01
No,No,1579.48,43828.15
No,Yes,1559.86,49452.45
No,No,1418.11,43704.94
No,No,1883.64,65078.64
No,No,1134.44,38005.58
No,No,1103.69,66508.96
No,Yes,1522.53,36692.65
No,No,2337.77,50687.7
No,No,2016.6,84263.92
No,No,1390.53,54259.5
No,No,1049.0,46509.58
No,No,1774.59,57564.48
No,No,1392.92,46100.48
No,No,1639.92,36263.93
No,Yes,1915.28,24228.47
No,No,1381.62,57643.91
No,Yes,1650.31,37911.17
No,No,1251.03,63910.82
